學校,系所,學系特色,學科意涵,高中階段可以準備的學習方法或方向,適合從事工作,多元能力,性格特質,網址,學類
中山醫學大學,語言治療與聽力學系聽力組,中山醫學大學語言治療與聽力學系創始於1994年，為教育部高等教育機構第一個同時培育專業「語言治療師」和「聽力師」雙證照之學士班與碩士班，具有25年以上悠久歷史。語聽專業師資、課程及實習制度完善，畢業校友遍布海內外。高考及格率高於全國平均，為引領全國語聽專業的指標學系。,語聽系聽力組旨在培育臨床聽力師或輔具人才，專業知識涉及人體聽覺解剖、神經解剖、聽覺生理、基礎聲學、心理學、聽覺病理學、臨床聽力學等主要學科，亦即涵括行為科學、聽語科學、及聽語障礙等基礎知識，以及聽覺與前庭功能障礙相關之評估、處置與諮詢等專業知識，為人們的聽能與溝通需求做出貢獻。,1.增強中英文閱讀能力，關心聽力學和語言治療相關領域的議題發展。2.增強團隊合作能力，透過社團和其他服務學習機會，強化團體合作溝通的能力。3.增強口語表達能力，透過持續的口語練習，強化口語演示技巧。,"['聽力師', '教授／副教授／助理教授', '其他醫院從業人員']","['語文理解與表達', '聽覺辨識', '機械操作', '邏輯推理', '數理科學', '主動學習', '自省促進', '社會覺察與合作', '問題解決', '運作分析', '專注力', '批判思考']","['親和接納', '堅毅負責', '主動積極', '自信肯定', '變通開創']",http://slp.csmu.edu.tw/bin/home.php,語療聽力學類
中山醫學大學,生物醫學科學學系,本系培育人才的特色規劃，除了基礎學科外，主要配合政府推動5+2產業及政府「六大核心戰略產業」，深化生技醫藥產業人才之培育，積極與各校及生技醫藥廠商溝通與合作。學系同時輔以職涯探索課程，以期增加學生職涯及學習方向契合度，並搭配業界參訪及實習，生物醫藥產業鏈上、中、下游，基礎到應用的研討會及演講講座，提供學生握產業各個業別實況及業界生態。,生物醫學科學的範疇涵蓋生命科學、生物技術及基礎醫學，專注於細胞、器官及系統在人體內的功能，並且應用這些基礎知識來了解人類疾病的發生原因。同時還包括精準醫學、人工智慧、生物及醫療科技產業，結合上述的範疇，進而能開發診斷或治療人類疾病的方法。因此中山醫學大學生物醫學科學系是橫跨醫藥衛生學群、生命科學學群及生物科技學群的科系。,同學在閱讀各個基礎學科與知識時，除了基礎的原理外，需要更深究其應用面。此外，需要培養具備歸納與融會貫通的能力，可以透過參加科學專題或規劃自主學習計畫來加強這項能力，透過自己發現問題，嘗試解決回答它，將有助於提升自己的觀察力，歸納與融會貫通的能力。同時也能培養動手做的實力。此外，需要提升英文的聽說讀寫能力，以降低未來在面臨英文授課時的壓力。,"['醫藥研發人員', '生物科技研發人員', '生物學專業與研究人員', '研究助理', '公家機關相關人員']","['語文理解與表達', '敏銳創造', '邏輯推理', '數理科學', '快速知覺與總結', '空間定向', '同時多工', '手工操作', '肢體力量與協調', '遠觀細察', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '運作分析', '程式設計', '系統運作', '資源管理']","['變通開創', '主動積極', '合作互助', '堅毅負責', '探究冒險', '樂群敬業', '自信肯定']",http://biomedical.csmu.edu.tw/bin/home.php,生物科技學類
中山醫學大學,視光學系,本系以培育我國視光專業人才，以提升國人視覺健康為努力目標，期使社會民眾瞭解視力保健及視覺機制檢查的重要性，為國內首創並且為唯一建制於醫學大學的視光學系。本系教學綱要根據美加、紐澳各大名校視光學院課程，以及驗光人員法執業內容，專業課程延攬國內外視光學者，具有最佳視光專業師資，同時擁有醫學院強大的基礎及臨床醫學教師，提供全方位的培育及訓練，於考試院第一屆驗光師高考錄取率即達100%。,視光學系主要是視力及視覺的檢查評估，也是眼睛的基礎照護的第一關，運用光學矯正及訓練改善相關視覺功能協調。主要提供眼睛及視覺系統照護，並為各種視力不良及低視力患者配備輔具，增強視覺能力，改善視覺疾患者之生活品質。,本校教學面向包含基礎知識的培養、專業能力訓練以及實務操作能力的養成。課程教學採用班級授課講解、分組討論以及實驗課程的實務操作，並於大四進行校外實習，令學生獲取更多的實務經驗。,"['驗光師', '產品研發工程師', '業務主管']","['語文理解與表達', '遠觀細察', '專注力', '邏輯推理', '數理科學', '記憶詮釋', '快速知覺與總結', '手工操作', '敏銳創造', '批判思考', '主動學習', '問題解決']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '合作互助', '深思力行', '變通開創']",http://optometry.csmu.edu.tw/bin/home.php,視光學類
中山醫學大學,醫學影像暨放射科學系,本系是醫事放射師的證照學系，歷年國家考試成績佳，通過率平均90%，多年來均蟬聯全國第一。課程著重基礎教學與臨床實務訓練，主要包含影像診斷、核子醫學和放射治療三個領域，充分結合附設醫院醫療資源，積極推展國際合作建立學生國際視野，每年提供學生海外新加坡實習的機會，以培育具有國際觀的醫學影像暨放射技術之專業人才為宗旨。,醫學影像是藉由游離輻射或非游離輻射儀器取得人體之影像，以提供診斷病灶之依據。舉凡以游離輻射成像之一般X光造影、透視攝影、電腦斷層造影、血管攝影、乳房攝影、核子醫學造影等，及非游離輻射成像之超音波與磁振造影等，皆屬醫學影像範疇，並可將影像資訊經由數位處理，協助臨床診斷及放射治療計畫之建立。,本系希望能培育高科技醫療人才，高中生可以從日常的科技儀器使用中多加留意其結構及原理，培養觀察及理解儀器設備之科學原理知識。,"['醫事放射師', '醫學物理師', '核研所及原能會研究人員', '海關防務人員', '核電廠專業人員']","['空間定向', '遠觀細察', '語文理解與表達', '邏輯推理', '數理科學', '運作分析', '程式設計', '機械操作']","['合作互助', '深思力行', '樂群敬業', '自信肯定', '探究冒險']",http://imaging.csmu.edu.tw/bin/home.php,影像放射學類
中山醫學大學,心理學系,結合本校為醫學大學之特色，本系的發展方向定位在「認知神經科學」與「臨床心理學」。,研究行為與心智的科學，研究對象包含人類與動物。,廣泛閱讀各類書籍，隨時觀察他人，並了解自己。,"['臨床心理師', '諮商心理師', '心理學研究人員', '心理輔導員', '就業輔導員']","['語文理解與表達', '敏銳創造', '邏輯推理', '數理科學', '記憶詮釋', '快速知覺與總結', '空間定向', '同時多工', '專注力', '手工操作', '遠觀細察', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '運作分析', '機械操作', '資源管理']","['自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '樂群敬業', '主動積極', '探究冒險', '變通開創']",http://psychology.csmu.edu.tw/,心理學類
中山醫學大學,營養學系,本系創立於民國70年，至今已有42年。主要培養學生具備營養照護能力、保健諮詢服務能力。系友在營養、教學、生技研究等領域皆富成就。每位專任教師皆具博士學位，並聘有相關產業實務經驗之兼任教師，以醫學大學資源及專業研究各營養領域的教授，培育兼具食品營養與醫學知識的專業人才，為社會培訓具有「營養師」與「食品技師」證照之職人。 體驗中山營養人https://reurl.cc/35oK3j,營養學是一門研究飲食與健康之間關係的科學；必須學習食物中所含的營養成分，食物在體內的變化與身體利用營養素的過程，研究如何選擇適當食物，使個體充分發育、生長及促進健康、延緩老化。,1、【關心社會新聞時事議題】：例如：食安議題、營養趨勢等，務必將其原理及邏輯釐清，對於考取營養科系會加分許多唷！2、日常生活購買食品時，懂得【營養標示】，了解【國人每日飲食指南】：「營養標示」要讓消費者知道食品裡含有什麼，了解自己吃了這種食品，身體可以攝取哪些營養，進一步可能對健康有什麼影響喔。3、擔任營養師的工作是協助國人導正飲食觀念，改善健康狀況，因此要須具備【願意傾聽、樂於分享、不害怕與人溝通】的特質，細心且耐心的與不同個性的人溝通，對於未來擔任營養師善於表達與溝通是非常重要的特質之一喔~4、亦可參與課外活動:全國性比賽、公益志工、社會實踐活動等多元表現。,"['營養師', '食品衛生管理師', '食品研發人員']","['語文理解與表達', '自省促進', '說服協商', '問題解決', '邏輯推理', '記憶詮釋', '批判思考', '主動學習']","['主動積極', '樂群敬業', '親和接納', '深思力行', '開朗活潑']",https://nutr.csmu.edu.tw,食品營養學類
中山醫學大學,職業安全衛生學系,本系擁有完善的教學/研究設備、優良的師資結構、豐富的醫學資源，研究領域包含危害因子測定分析技術、預防醫學技術開發及控制工程與管理技術研發，研究成績優異、協助產業界輔導，大學部排名位居相關學系的領先地位，畢業生升學管道暢通。職業安全衛生法施行，校友遍及高科技及傳統產業，表現受學界及產業界倚重。,職業安全衛生學系是以物理、化學、生物為基礎，研究職場環境中可能產生的物理性、化學性、生物性等危害因子的測定技術，並結合毒理學、生物偵測及流行病學，開發預防醫學技術，並以人因工程、環境工程及機械工程等控制技術，達到作業環境之安全與衛生的最終管理目的。,(1)在自主學習過程中，可強化自我在多元電子資源檢索之能力，如熟悉各種點子媒體工具之操作;(2)自主學習之書面報告製作過程中、社團活動之企劃、或課堂報告等，可強化文書相關軟體之使用，如熟悉word、ppt、excel等工具;(3)自主學習過程中，可強化邏輯思考、分析問題之能力與敘事力之能力，如主題式簡報製作與進行小組口頭報告。,"['勞工安全衛生管理員', '工安／環工主管', '環保工安專業人員', '安全／衛生相關檢驗人員']","['語文理解與表達', '敏銳創造', '邏輯推理', '記憶詮釋', '快速知覺與總結', '批判思考', '問題解決', '運作分析', '資源管理', '社會覺察與合作', '說服協商']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",https://occupation.csmu.edu.tw/,職業安全學類
中山醫學大學,醫學應用化學系,本系在醫學大學內設立，醫學基礎教育的薰陶將是本系在化學教育外的一大特色，目標在培養學生具備基礎化學知識外，期能將化學應用在醫藥、生醫、藥妝品與保健科技上，以因應跨領域科技產業人才之需求。,醫學應用化學系以五大化學主科包含：有機化學、分析化學、無機化學、物理化學與生物化學作為學習基礎，並輔以醫藥應用相關課程培育學生；目的在訓練學生從化學的觀點來了解複雜的生命現象進行跨域學習，讓學生能夠銜接醫藥生技與材料化學的跨領域應用。,本系歡迎具備科學家特質、喜歡追求原理、願意突破現狀的高中生就讀，能接受新的及未知的挑戰、情境或學習內容；邏輯推導能力強，思考形式彈性活潑；懂得獨立思考、判斷、分析各方資訊，並能專注投入科學實驗，是本系學生必要配備。,"['醫藥研發人員', '特用化學工程師', '實驗化驗人員', '化學工程師', '半導體製程工程師']","['敏銳創造', '邏輯推理', '語文理解與表達', '主動學習', '問題解決', '運作分析', '機械操作', '系統運作', '數理科學', '手工操作', '遠觀細察']","['變通開創', '深思力行', '探究冒險', '合作互助', '樂群敬業', '開朗活潑', '親和接納', '自信肯定', '堅毅負責', '主動積極']",http://chemistry.csmu.edu.tw/,化學學類
中山醫學大學,健康產業科技管理學系,為了契合國家整體健康產業之發展，本系於一百一十年自健康餐飲暨產業管理學系更名為健康產業科技管理學系。有別於他校的健康產業管理科系，本系以本校醫療衛生專業為基礎，橫跨食品科技、保健醫學與經營管理領域之特色教學研究，鼓勵同學考取食品技師、保健食品初級工程師、食品品保初級工程師、會議展覽專業人員認證等相關證照，冀望培養之人才可促進健康產業的發展，同時達到畢業即就業。,本系抱持學用合一，融合自然科學與社會科學為導向之精神，以健康飲食管理為核心競爭力，配合多元經營管理知能，應用在食品科技、保健醫學，培育全方位高階經理人才。藉由具體規劃與整合相關資源，制定有效協助學生學習之制度與策略，針對學生專業能力、學習歷程、就業輔導等機制，以達到本系所之教育目標。,本系教授使用的學習方法，包含課堂授課、分組討論、實作等。前兩者只要學生帶著愉快好奇的心，認真參與即可，而實作課程，若學生有興趣，建議於空閒時間自己動手從事一些家政工作、參加經營管理相關議題營隊，對於大學銜接會有幫助，也建議大家可以常到市場或市集去逛逛，多認識一些食材 (農漁畜產品)。,"['飯店、餐廳主管', '食品衛生管理師', '食品研發人員', '實驗化驗人員']","['語文理解與表達', '敏銳創造', '邏輯推理', '數理科學', '記憶詮釋', '空間定向', '專注力', '手工操作', '肢體力量與協調', '遠觀細察', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '問題解決', '運作分析', '程式設計', '機械操作', '系統運作']","['樂群敬業', '堅毅負責', '深思力行', '自信肯定', '開朗活潑', '親和接納', '主動積極', '合作互助', '探究冒險', '變通開創']",https://restaurant.csmu.edu.tw/,食品生技學類
中山醫學大學,護理學系,本系培育健康照護人才，課程規劃以健康概念為基礎，病人為師與學生學習為中心之人文精神，結合問題導向學習、沉浸式體驗、客觀結構式臨床技能評估(OSCE)、跨域設計思考與線上數位學習，與本校附設醫學中心教學醫院形成一體，提供豐富臨床實習資源。畢業考取護理師國家證照，另有跨領域(微)學程，養成學生多元就業能力。  ,中山醫學大學護理學系秉持「誠愛精勤」校訓，以培育健康務實的護理師為宗旨。護理是一門尊重生命與關愛助人的專業學科，學科核心涵蓋人、健康、環境與護理，透過生命科學與健康人文寬廣的學習領域，學生學習健康照護的專業知識、態度與技能，型塑護理師健康照護素養與能力。,護理是一門尊重生命與關愛助人的專業學科，重視與人的互動、溝通與團隊合作，臨床實習有許多實作及反思的學習歷程。因此建議同學們多參與有興趣的多元自主學習課程或活動、服務學習、體驗學習、參訪及參與社團等，於歷程中多觀察體悟及反思，並將學習成果紀錄下來。學系觀察學生學習積極度、學習性向、對醫療照護的興趣及服務熱誠之特質。,"['護理師／護士', '衛生行政人員', '其他醫院從業人員', '銷售人員', '其他相關職業']","['專注力', '手工操作', '快速知覺與總結', '主動學習', '社會覺察與合作', '問題解決', '語文理解與表達', '說服協商', '自省促進', '空間定向', '肢體力量與協調', '遠觀細察', '聽覺辨識', '批判思考']","['親和接納', '樂群敬業', '自信肯定', '開朗活潑', '主動積極', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",https://con.csmu.edu.tw/,護理學類
中山醫學大學,醫學檢驗暨生物技術學系,本系教學特色乃基礎與臨床並重，理論與實務結合，同時有多個學程可供選修，可提供學生多元發展與就業分流。我們的教育目標以培育優秀的醫事檢驗相關人才為主，同時培育研究人才。,醫學檢驗暨生物技術學系本系聚焦於醫學檢驗與醫學研究並強化相關生物技術。,在閱讀基礎學科時，務必了解知識的原理，因為學科內容豐富且有許多實驗課程，需要具備觀察、歸納與融會貫通的能力，可以透過實驗課程或專題來加強這項能力，同時也能培養動手做的實力，此外，培養一定程度的英文能力，以降低未來在面臨英文授課時的壓力。,"['醫事檢驗師', '醫藥研發人員', '生物科技研發人員', '病理藥理研究人員']","['邏輯推理', '手工操作', '問題解決', '語文理解與表達']","['深思力行', '探究冒險', '自信肯定', '堅毅負責', '合作互助']",https://medilab.csmu.edu.tw/,醫學檢驗學類
中山醫學大學,應用外國語言學系,1.強化學生英、日語之聽、說、讀、寫、譯能力，培育「英日雙語」專業人才。2.提供商務與醫療、翻譯與教學模組的職場應用課程。3.積極培育學生跨領域學習和第二專長，提供「國際會議與展覽學程」，以及本校特有的「國際醫療產業管理學程」等學程，提升國內外就業競爭力。4.與美日姊妹校簽訂「交換留學、學碩士連讀」計劃，提供學生海外學習機會。,本系旨在培育英日雙主軸專業人才，主要應用在醫療、商務、教學及翻譯等相關專業英日語文之訓練。,語文學習不侷限於培養個人語言能力，亦重視人際互動與溝通能力的訓練，可從小組合作或團體報告過程中學習人際互動與溝通。,"['國貿人員', '業務/行銷企劃人員', '醫院行政管理 人員', '空服員/地勤/機師', '外語教師']","['語文理解與表達', '記憶詮釋', '專注力', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '聽覺辨識', '邏輯推理']","['樂群敬業', '合作互助', '堅毅負責']",http://dafl.csmu.edu.tw/bin/home.php,英語文學類
中山醫學大學,公共衛生學系,有豐富的師資及研究資源，可從事公共衛生師，衛福部、環保署與勞動部等機關人員，醫療院所管理企劃人員，半導體科技業，生技與醫療研發，社區長照，大數據分析，精準預防醫學。鼓勵學生發展跨領域專長:  1.申請跨校(中興大學與東海大學)或本校的跨系雙主修【醫牙除外】。2.次專長證照課程：職業安全、環境專責人員、食品技師等相關證照  3.公衛素養微學程：傳染病疫情調查、數位化公共健康教育師...等課程,公共衛生是一個國家是否進步的重要指標，本系以「醫學人文素養」、「公民素養」及「專業素養」為核心，旨在培養「具有人文、社會、與環境關懷能力之公共衛生人員」。學生不僅須學習公衛專業知能，同時應具備多元社區關懷、健康評估與溝通、合作協調與執行的核心能力。https://phd.csmu.edu.tw/,建議高中生們可參與社區服務型活動，學習與人溝通傳遞訊息，與人互助完成活動，此外，於學校實驗課程認真學習，以上學習及活動皆有助於本科系未來的學習,"['公共衛生人員', '研究助理', '醫藥研發人員', '環保工安專業人員', '公務人員']","['語文理解與表達', '敏銳創造', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '運作分析', '邏輯推理', '快速知覺與總結', '專注力']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",https://phd.csmu.edu.tw/,公共衛生學類
中山醫學大學,醫學社會暨社會工作學系,本系於民國92年正式招生。教學特色為兼重社會學、社會工作和社會福利等三個領域的專業知識訓練，善用學校教育資源及附設醫院醫療資源，培養「符合社會變遷趨勢，培養具有醫學人文素養與反思能力的社會工作者及社會服務人才」。,「醫學社會暨社會工作」所指涉的學科意涵包含「醫學」、「社會學」以及「社會工作」。本系特色在於結合社會變遷趨勢，著重「健康」、「疾病」、「醫療」在社會學與社會工作專業領域的變革。,1.自我省察及表達能力: 建議學生統整家庭背景、生命經驗及人格特質，規劃參與校內課程及課外活動，呈現學生面對解決問題能力及對社會問題的省察。從學生學習或探索的經驗中，呈現如何與學生對個人大學生涯的規劃進行連結。2. 自主學習能力: 建議學生能累積學習成果與人文社會關懷能力之連結，展現自主學習歷程。此一學習歷程檔案能呈現學生主動探索自己的興趣，逐步累積、建構自我潛能的過程與反思。 3.對人文社會關懷能力:鼓勵學生以具體事例說明對社會服務、團隊合作與領導有深刻體驗與反思。,"['社會工作師', '研究助理', '社工人員', '公家機關相關人員']","['語文理解與表達', '社會覺察與合作', '批判思考', '主動學習', '自省促進', '說服協商', '問題解決', '資源管理', '敏銳創造', '邏輯推理', '數理科學', '記憶詮釋', '快速知覺與總結', '空間定向', '同時多工', '專注力']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",https://social.csmu.edu.tw/,社會工作學類
中山醫學大學,醫學資訊學系,醫學資訊學是跨領域的重要科學，藉由學習多元資訊技術、醫療臨床知識與人工智慧應用以促進高品質的生活，歡迎同學加入我們的行列。本系以資訊技術為背景，藉由資訊的素養來解決醫學相關領域的問題，最終目的是藉助醫學和資訊的整合來加速健康照護的自動化和智慧化，同時提升個人的生活品質。系上的專業教育主要引領你們進入三個前瞻的◎ 健康照護◎ 智慧醫院◎ 醫療診斷輔助 ,醫學資訊學系是以資訊工程為主，並涵蓋管理科學、生物資訊處理、醫學影像處理等專業知識的跨領域學習，研究整合解決醫學上的相關問題。,本系的課程重視理論與實務並重，因此本系在課程的內容規劃與帶領上都會訓練學生的邏輯與思考能力以及解決問題能力，所以只要好好投入本系課程的學習，就能使自己在這些方面的能力不斷提升！,"['資料庫管理人員', '網路安全工程師', '軟體設計工程師', 'MIS程式設計師', '網路管理工程師']","['程式設計', '系統運作', '主動學習', '邏輯推理', '數理科學', '記憶詮釋', '快速知覺與總結', '專注力', '問題解決', '語文理解與表達']","['主動積極', '堅毅負責', '探究冒險', '自信肯定', '親和接納']",http://mi.csmu.edu.tw/,生物資訊學類
中山醫學大學,醫療產業科技管理學系,本系以養成醫療產業，含醫院、藥廠、生技、醫技及長照等機構或企業所需之人才，特色包括：１、跨領域專業融合：養成「醫療產業管理、產業管理、資訊科技及人文關懷」等面向能力，增進與臨床專業人員之溝通互動與經驗傳承，提升現代化健康照護體系之行政管理成效。 ２、強調兼顧理論與實務學習，持續強化與產業界、醫療院所合作，配合「三明治式」實習課程，培育醫療產業所需人力與就業通路，創造產學合作模式。 ,有感於我國人口結構進入超高齡化社會，醫療需求及產業成長力道增長，因此將系名由傳統醫務管理擴大為醫療產業科技管理，關於醫療科技管理之範疇包含利用資訊科技知識，應用醫務管理、全民健保以及政府政策分析與企業策略模擬；更包括醫學專利技術及智慧財產權管理，對於制度發展趨勢研究亦是所涉獵範圍。,1.呈現學習或活動體驗的過程將課堂或活動中的體驗的過程紀錄下來，呈現出自己的學習及成長，即使是失敗的經驗也沒關係。例如把學習或活動過程，包括主題的訂定、資料的收集、過程中遇到問題如何解決的方式以及心得及反思等等。2.展現溝通互動及表達能力學習或活動成果如果屬於團隊合作才能完成，應具體展現個人在團隊扮演的角色或負責任務、個人貢獻度，及與團隊其他成員的討論溝通過程，盡量將所蒐集到的資料利用文字、符號、圖片或是影像等形式進行統整及排版。3.延伸學習應用於生活或家庭，探索生涯定向在學習及活動當中循序漸進探索生涯定向，透過心得及反思發掘與生涯定向之間的連結。,"['醫院行政管理 人員', '醫療設備控制人員', '其他醫院從業人員', '其他專案管理師', '公家機關相關人員']","['語文理解與表達', '敏銳創造', '邏輯推理', '數理科學', '記憶詮釋', '快速知覺與總結', '空間定向', '同時多工', '專注力', '遠觀細察', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '運作分析', '程式設計', '系統運作', '資源管理']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",https://health.csmu.edu.tw/,醫務管理學類
國立中山大學,中國文學系,本系與山海為鄰，學習環境極佳，設有學士班與碩博士班，學制完整，積極遴聘優秀教師，師資堅強，教學與研究風氣蓬勃。課程可分為文學、學術思想、語言文學、臺灣文化、國際文化、實作應用等六大領域，提供學生既深且廣的學習選擇，以厚植學生語文專業素養。近年來透過系統性的整合課群，帶領學生將中文含蘊的文思養分轉化為創意應用，讓學生既能涵容古今，又能轉譯創新，具備接軌職場、學以致用的人才優勢，並延伸出多元就業機會。,本系為「中國文學系」，涵蓋中國文學、中國古今學術思想名著、中國語言文字文獻所需專業知識與文化涵養，設置目的是為了研究、詮釋、論述、創新、傳播人文學術，並厚植文學創意與寫作的素養，以及中文系專業特性之國際語言能力。,建議高中生可將語文能力落實於日常情境的閱讀思考與書寫表達之中，培養自身觀察、描述、辨析、溝通、省思、同理等能力，可透過以下方式進行：1.接觸各類文藝創作，觀察其展現之核心價值、藝術特色、社會關懷、創作形式及手法。2.接觸各類思想經典與關懷社會發展，觀察其思想內涵、思維演變、價值觀念、理論依據、表達方式。3.留心可以成為「文本」的各種形式，觀察其形式與內容如何搭配，如何傳達與表現，如何說服、溝通受眾，又是否涉及跨域整合與創新。4.透過口語及文字形式，來整理、歸納、表達自身對於上述觀察的問題和想法，並練習與他人分享、溝通與討論，以培養閱讀、鑑賞、評析、思辨、論說、對話等能力。,"['教育人員', '文字工作者', ' 學術機構工作者', '媒體傳播工作者', '其他']","['專注力', '批判思考', '主動學習', '語文理解與表達', '敏銳創造', '邏輯推理', '記憶詮釋', '快速知覺與總結', '同時多工', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '資源管理']","['自信肯定', '開朗活潑', '親和接納', '合作互助', '主動積極', '樂群敬業', '深思力行', '變通開創', '探究冒險', '堅毅負責']",http://www.chinese.nsysu.edu.tw/main.php,中國語文學類
國立中山大學,外國語文學系,本系緊鄰西子灣，座落於世界獨一無二、依山傍海之國家級生態園區，學習環境優美，人文豐富薈萃。教師專業領域多元，皆具國際頂大博士學位，研究風氣鼎盛，跨領域課程與時俱進執時代牛耳。,本系為外國語文學系，屬外文學門。學習領域除了外語聽、說、讀、寫外(英語為主），更以外語能力為基石，學習文學(英文文學為主)、語言學、英語教學、翻譯研究、文化認知、及人文藝術等專業學識，探索並研究人文知識領域。,可廣泛涉獵人文藝術相關知識，並學習資料收集及分析整理。提升英語文理解及表達溝通能力，學習建立自己立論，並探索各主題的各種可能。,"['請見說明', '請見說明', '請見說明', '公家機關相關人員', '請見說明']","['語文理解與表達', '敏銳創造', '邏輯推理', '記憶詮釋', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '專注力']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",http://www.zephyr.nsysu.edu.tw/main.php,英語文學類
國立中山大學,劇場藝術學系,本系是南部地區唯一設有戲劇相關科系的綜合型研究大學，跨領域合作與學習機會多，教學特色為：1.著重於表演藝術創作的啟蒙與發想，實踐與應用。2.獨特的山海環境，跨學科領域合作與學習機會多。4.創作、演出、製作與管理的一貫學習與演練，表導演、設計、理論並重並行的師資結構與課程。5.重視國際合作與交流，積極爭取各項教學、產學、研究資源。,本系培養劇場研究與演出、創作專業人才為主，教學重點為劇場表演之整體藝術，包括劇本分析、戲劇理論、戲劇比較、戲劇史，乃至與表演相關之空間設計、肢體表演、導演實務、美學經營等各領域。,本系旨在培育劇場研究與演出、創作專業人才，第一階段學測成績只採計國文、英文，第二階段審查資料以學習表現35%、多元表現35%、能力特質與學習計劃30%為評量依據，第二階段面試以「創意寫作」、「創意設計繪圖」、「面試與表演」瞭解考生對專業領域的興趣、想像力、理解與分析能力與發展潛能。詳細準備指引請至本校網站查詢：http://sdo108.nsysu.edu.tw,"['如說明', '如說明', '如說明']","['語文理解與表達', '敏銳創造', '邏輯推理', '問題解決', '快速知覺與總結', '同時多工', '手工操作', '肢體力量與協調', '遠觀細察', '聽覺辨識', '批判思考', '主動學習', '社會覺察與合作']","['主動積極', '樂群敬業', '合作互助', '深思力行', '變通開創']",http://ta.nsysu.edu.tw,表演藝術學類
國立中山大學,生物科學系,本系之教學和研究工作融合了基礎及應用之生物科學，以培養生物科學的研究、教學人才為目標。本系師資研究專長多元且均衡，涵蓋巨觀與微觀生物學，學生修習的科目包含了生態學、演化生物學、分子生物學、細胞生物學與動、植物生理學等專業知識。除了在課堂上學習，本系同時也著重於實驗操作與野外調查，透過實作，培養學生獨立研究、團隊合作、表達溝通、批判思考與終生學習的能力。,生物科學為多元且匯聚眾多領域的綜合性科學，探究不同尺度下的生命現象及形塑這些現象的機制，從微觀的分子生物學到巨觀的生態學均是生物科學的研究範圍。此外，透過與物理、化學、醫學、統計與資訊等不同領域間的合作，致力於發展生物科學最前沿的各種技術與研究，並將其應用於生態保育、生技與製藥與臨床治療等。,我們建議對於生物科學有興趣的同學，可在累積以下各種經驗，從中培養相關基本能力。一、廣泛閱讀與生物或自然領域相關的書籍，包含但不限於生物圖鑑、科普書籍、自然文學、學術論文等。二、練習以口語或文字，整理、歸納各種生物相關議題的主要論點、問題脈絡、背景知識，並與他人進行溝通與討論。三、實地到野外觀察生物或自然生態，或是實際參與生物實驗或研究，並與相關理論或機制互相連結。四、嘗試問題式探究，並以小論文之撰寫，或是各種文字、圖像、影音記錄自己的學習歷程，具體呈現個人研究成果或觀點。,"['生物科技研發人員', '生物學專業與研究人員', '中高職教師']","['敏銳創造', '邏輯推理', '專注力', '批判思考', '主動學習', '自省促進', '問題解決', '語文理解與表達', '社會覺察與合作', '說服協商', '數理科學', '記憶詮釋', '快速知覺與總結']","['自信肯定', '合作互助', '堅毅負責', '深思力行', '變通開創']",https://biology.nsysu.edu.tw/,生命科學學類
